;sp1;sp2;sp1_inc;sp2_inc;obs_cooccur;prob_cooccur;exp_cooccur;p_lt;p_gt;Negative_association;Positive_association;sp1_name;sp2_name;Experimento
4326;4;7;6;31;4;0.038;2.7;0.94385;0.23398;0;0;Panthera.leo;Crocuta.crocuta;56
4327;4;8;6;40;4;0.049;3.4;0.82017;0.48303;0;0;Panthera.leo;Canis.lupus;56
4328;4;9;6;38;3;0.047;3.3;0.57721;0.74192;0;0;Panthera.leo;Vulpes.vulpes;56
4329;4;10;6;2;0;0.002;0.2;0.83478;1;0;0;Panthera.leo;Vulpes.lagopus;56
4330;4;11;6;11;0;0.013;0.9;0.34365;1;0;0;Panthera.leo;Meles.meles;56
4331;4;12;6;52;2;0.064;4.5;0.03449;0.99646;1;0;Panthera.leo;Homo_neand;56
4332;4;13;6;2;0;0.002;0.2;0.83478;1;0;0;Panthera.leo;Homo.sapiens;56
4333;5;6;12;9;6;0.022;1.5;0.99998;0.00046;0;1;Panthera.pardus;Felis.silvestris;56
4334;5;7;12;31;9;0.076;5.3;0.99659;0.02073;0;1;Panthera.pardus;Crocuta.crocuta;56
4335;5;8;12;40;7;0.098;6.9;0.65585;0.59388;0;0;Panthera.pardus;Canis.lupus;56
4336;5;9;12;38;9;0.093;6.5;0.97409;0.10191;0;0;Panthera.pardus;Vulpes.vulpes;56
4337;5;10;12;2;0;0.005;0.3;0.68447;1;0;0;Panthera.pardus;Vulpes.lagopus;56
4338;5;11;12;11;3;0.027;1.9;0.91428;0.2806;0;0;Panthera.pardus;Meles.meles;56
4339;5;12;12;52;9;0.127;8.9;0.65089;0.63129;0;0;Panthera.pardus;Homo_neand;56
4340;5;13;12;2;0;0.005;0.3;0.68447;1;0;0;Panthera.pardus;Homo.sapiens;56
4341;6;7;9;31;5;0.057;4;0.86153;0.35336;0;0;Felis.silvestris;Crocuta.crocuta;56
4342;6;8;9;40;6;0.073;5.1;0.83562;0.40401;0;0;Felis.silvestris;Canis.lupus;56
4343;6;9;9;38;8;0.07;4.9;0.99749;0.02657;0;1;Felis.silvestris;Vulpes.vulpes;56
4344;6;10;9;2;0;0.004;0.3;0.75776;1;0;0;Felis.silvestris;Vulpes.lagopus;56
4345;6;11;9;11;3;0.02;1.4;0.97112;0.14319;0;0;Felis.silvestris;Meles.meles;56
4346;6;12;9;52;7;0.096;6.7;0.73514;0.57961;0;0;Felis.silvestris;Homo_neand;56
4347;6;13;9;2;0;0.004;0.3;0.75776;1;0;0;Felis.silvestris;Homo.sapiens;56
4348;7;8;31;40;23;0.253;17.7;0.99782;0.00945;0;1;Crocuta.crocuta;Canis.lupus;56
4349;7;9;31;38;19;0.24;16.8;0.90179;0.20996;0;0;Crocuta.crocuta;Vulpes.vulpes;56
4350;7;10;31;2;1;0.013;0.9;0.80745;0.69317;0;0;Crocuta.crocuta;Vulpes.lagopus;56
4351;7;11;31;11;5;0.07;4.9;0.66308;0.59312;0;0;Crocuta.crocuta;Meles.meles;56
4352;7;12;31;52;20;0.329;23;0.08218;0.97396;0;0;Crocuta.crocuta;Homo_neand;56
4353;7;13;31;2;2;0.013;0.9;1;0.19255;0;0;Crocuta.crocuta;Homo.sapiens;56
4354;8;9;40;38;26;0.31;21.7;0.99008;0.03299;0;1;Canis.lupus;Vulpes.vulpes;56
4355;8;10;40;2;1;0.016;1.1;0.67702;0.81988;0;0;Canis.lupus;Vulpes.lagopus;56
4356;8;11;40;11;9;0.09;6.3;0.98718;0.06779;0;0;Canis.lupus;Meles.meles;56
4357;8;12;40;52;26;0.424;29.7;0.03576;0.99166;1;0;Canis.lupus;Homo_neand;56
4358;8;13;40;2;1;0.016;1.1;0.67702;0.81988;0;0;Canis.lupus;Homo.sapiens;56
4359;9;10;38;2;1;0.016;1.1;0.7089;0.79462;0;0;Vulpes.vulpes;Vulpes.lagopus;56
4360;9;11;38;11;9;0.085;6;0.99245;0.04491;0;1;Vulpes.vulpes;Meles.meles;56
4361;9;12;38;52;27;0.403;28.2;0.3462;0.8284;0;0;Vulpes.vulpes;Homo_neand;56
4362;9;13;38;2;1;0.016;1.1;0.7089;0.79462;0;0;Vulpes.vulpes;Homo.sapiens;56
4363;10;11;2;11;0;0.004;0.3;0.70849;1;0;0;Vulpes.lagopus;Meles.meles;56
4364;10;12;2;52;0;0.021;1.5;0.06335;1;0;0;Vulpes.lagopus;Homo_neand;56
4365;10;13;2;2;0;0.001;0.1;0.94327;1;0;0;Vulpes.lagopus;Homo.sapiens;56
4366;11;12;11;52;7;0.117;8.2;0.29656;0.89263;0;0;Meles.meles;Homo_neand;56
4367;11;13;11;2;0;0.004;0.3;0.70849;1;0;0;Meles.meles;Homo.sapiens;56
4368;12;13;52;2;0;0.021;1.5;0.06335;1;0;0;Homo_neand;Homo.sapiens;56
4369;1;2;20;32;10;0.131;9.1;0.76469;0.4237;0;0;Ursus.arctos;Ursus.spelaeus;57
4370;1;3;20;6;3;0.024;1.7;0.94853;0.22189;0;0;Ursus.arctos;Panthera.spelaea;57
4371;1;4;20;7;2;0.029;2;0.68425;0.65156;0;0;Ursus.arctos;Panthera.leo;57
4372;1;5;20;9;3;0.037;2.6;0.77401;0.50455;0;0;Ursus.arctos;Panthera.pardus;57
4373;1;6;20;10;5;0.041;2.9;0.97326;0.10955;0;0;Ursus.arctos;Felis.silvestris;57
4374;1;7;20;30;13;0.122;8.6;0.99583;0.01796;0;1;Ursus.arctos;Crocuta.crocuta;57
4375;1;8;20;43;16;0.176;12.3;0.99093;0.03782;0;1;Ursus.arctos;Canis.lupus;57
4376;1;9;20;41;12;0.167;11.7;0.66108;0.54834;0;0;Ursus.arctos;Vulpes.vulpes;57
4377;1;10;20;2;0;0.008;0.6;0.50725;1;0;0;Ursus.arctos;Vulpes.lagopus;57
4378;1;11;20;11;1;0.045;3.1;0.11221;0.98274;0;0;Ursus.arctos;Meles.meles;57
4379;1;12;20;52;12;0.212;14.9;0.07902;0.97677;0;0;Ursus.arctos;Homo_neand;57
4380;1;13;20;2;2;0.008;0.6;1;0.07867;0;0;Ursus.arctos;Homo.sapiens;57
4381;2;3;32;6;4;0.039;2.7;0.93473;0.25808;0;0;Ursus.spelaeus;Panthera.spelaea;57
4382;2;4;32;7;5;0.046;3.2;0.96847;0.14963;0;0;Ursus.spelaeus;Panthera.leo;57
4383;2;5;32;9;3;0.059;4.1;0.33337;0.87718;0;0;Ursus.spelaeus;Panthera.pardus;57
4384;2;6;32;10;5;0.065;4.6;0.73832;0.51648;0;0;Ursus.spelaeus;Felis.silvestris;57
4385;2;7;32;30;18;0.196;13.7;0.99008;0.03299;0;1;Ursus.spelaeus;Crocuta.crocuta;57
4386;2;8;32;43;26;0.281;19.7;0.99972;0.00171;0;1;Ursus.spelaeus;Canis.lupus;57
4387;2;9;32;41;22;0.268;18.7;0.96702;0.08928;0;0;Ursus.spelaeus;Vulpes.vulpes;57
4388;2;10;32;2;0;0.013;0.9;0.2911;1;0;0;Ursus.spelaeus;Vulpes.lagopus;57
4389;2;11;32;11;9;0.072;5;0.99881;0.01031;0;1;Ursus.spelaeus;Meles.meles;57
4390;2;12;32;52;20;0.34;23.8;0.03611;0.99076;1;0;Ursus.spelaeus;Homo_neand;57
4391;2;13;32;2;2;0.013;0.9;1;0.20538;0;0;Ursus.spelaeus;Homo.sapiens;57
4392;3;4;6;7;0;0.009;0.6;0.51821;1;0;0;Panthera.spelaea;Panthera.leo;57
4393;3;5;6;9;0;0.011;0.8;0.42348;1;0;0;Panthera.spelaea;Panthera.pardus;57
4394;3;6;6;10;0;0.012;0.9;0.38183;1;0;0;Panthera.spelaea;Felis.silvestris;57
4395;3;7;6;30;4;0.037;2.6;0.952;0.21103;0;0;Panthera.spelaea;Crocuta.crocuta;57
4396;3;8;6;43;5;0.053;3.7;0.9535;0.24472;0;0;Panthera.spelaea;Canis.lupus;57
4397;3;9;6;41;3;0.05;3.5;0.48637;0.8107;0;0;Panthera.spelaea;Vulpes.vulpes;57
4398;3;10;6;2;1;0.002;0.2;0.99379;0.16522;0;0;Panthera.spelaea;Vulpes.lagopus;57
4399;3;11;6;11;1;0.013;0.9;0.76366;0.65635;0;0;Panthera.spelaea;Meles.meles;57
4400;3;12;6;52;3;0.064;4.5;0.17203;0.96551;0;0;Panthera.spelaea;Homo_neand;57
4401;3;13;6;2;0;0.002;0.2;0.83478;1;0;0;Panthera.spelaea;Homo.sapiens;57
4402;4;5;7;9;0;0.013;0.9;0.36393;1;0;0;Panthera.leo;Panthera.pardus;57
4403;4;6;7;10;1;0.014;1;0.73979;0.67783;0;0;Panthera.leo;Felis.silvestris;57
4404;4;7;7;30;6;0.043;3;0.9983;0.02151;0;1;Panthera.leo;Crocuta.crocuta;57
4405;4;8;7;43;6;0.061;4.3;0.97312;0.16419;0;0;Panthera.leo;Canis.lupus;57
4406;4;9;7;41;5;0.059;4.1;0.87247;0.38133;0;0;Panthera.leo;Vulpes.vulpes;57
4407;4;10;7;2;0;0.003;0.2;0.8087;1;0;0;Panthera.leo;Vulpes.lagopus;57
4408;4;11;7;11;1;0.016;1.1;0.69803;0.71542;0;0;Panthera.leo;Meles.meles;57
4409;4;12;7;52;3;0.074;5.2;0.06672;0.98969;0;0;Panthera.leo;Homo_neand;57
4410;4;13;7;2;0;0.003;0.2;0.8087;1;0;0;Panthera.leo;Homo.sapiens;57
4411;5;6;9;10;5;0.018;1.3;0.99989;0.002;0;1;Panthera.pardus;Felis.silvestris;57
4412;5;7;9;30;6;0.055;3.9;0.97176;0.11844;0;0;Panthera.pardus;Crocuta.crocuta;57
4413;5;8;9;43;6;0.079;5.5;0.7572;0.51699;0;0;Panthera.pardus;Canis.lupus;57
4414;5;9;9;41;6;0.075;5.3;0.81165;0.44098;0;0;Panthera.pardus;Vulpes.vulpes;57
4415;5;10;9;2;0;0.004;0.3;0.75776;1;0;0;Panthera.pardus;Vulpes.lagopus;57
4416;5;11;9;11;2;0.02;1.4;0.85681;0.43171;0;0;Panthera.pardus;Meles.meles;57
4417;5;12;9;52;8;0.096;6.7;0.94343;0.26486;0;0;Panthera.pardus;Homo_neand;57
4418;5;13;9;2;0;0.004;0.3;0.75776;1;0;0;Panthera.pardus;Homo.sapiens;57
4419;6;7;10;30;5;0.061;4.3;0.79948;0.43689;0;0;Felis.silvestris;Crocuta.crocuta;57
4420;6;8;10;43;7;0.088;6.1;0.82848;0.40911;0;0;Felis.silvestris;Canis.lupus;57
4421;6;9;10;41;9;0.084;5.9;0.99717;0.02844;0;1;Felis.silvestris;Vulpes.vulpes;57
4422;6;10;10;2;0;0.004;0.3;0.73292;1;0;0;Felis.silvestris;Vulpes.lagopus;57
4423;6;11;10;11;3;0.022;1.6;0.95613;0.18576;0;0;Felis.silvestris;Meles.meles;57
4424;6;12;10;52;8;0.106;7.4;0.79319;0.49705;0;0;Felis.silvestris;Homo_neand;57
4425;6;13;10;2;0;0.004;0.3;0.73292;1;0;0;Felis.silvestris;Homo.sapiens;57
4426;7;8;30;43;24;0.263;18.4;0.99896;0.00532;0;1;Crocuta.crocuta;Canis.lupus;57
4427;7;9;30;41;19;0.251;17.6;0.82768;0.32525;0;0;Crocuta.crocuta;Vulpes.vulpes;57
4428;7;10;30;2;1;0.012;0.9;0.81988;0.67702;0;0;Crocuta.crocuta;Vulpes.lagopus;57
4429;7;11;30;11;5;0.067;4.7;0.70099;0.55179;0;0;Crocuta.crocuta;Meles.meles;57
4430;7;12;30;52;19;0.318;22.3;0.06226;0.98165;0;0;Crocuta.crocuta;Homo_neand;57
4431;7;13;30;2;2;0.012;0.9;1;0.18012;0;0;Crocuta.crocuta;Homo.sapiens;57
4432;8;9;43;41;28;0.36;25.2;0.9506;0.12445;0;0;Canis.lupus;Vulpes.vulpes;57
4433;8;10;43;2;1;0.018;1.2;0.62609;0.85466;0;0;Canis.lupus;Vulpes.lagopus;57
4434;8;11;43;11;11;0.097;6.8;1;0.00266;0;1;Canis.lupus;Meles.meles;57
4435;8;12;43;52;28;0.456;31.9;0.02364;0.99547;1;0;Canis.lupus;Homo_neand;57
4436;8;13;43;2;1;0.018;1.2;0.62609;0.85466;0;0;Canis.lupus;Homo.sapiens;57
4437;9;10;41;2;1;0.017;1.2;0.66046;0.83188;0;0;Vulpes.vulpes;Vulpes.lagopus;57
4438;9;11;41;11;10;0.092;6.4;0.99854;0.01649;0;1;Vulpes.vulpes;Meles.meles;57
4439;9;12;41;52;30;0.435;30.5;0.51263;0.69996;0;0;Vulpes.vulpes;Homo_neand;57
4440;9;13;41;2;1;0.017;1.2;0.66046;0.83188;0;0;Vulpes.vulpes;Homo.sapiens;57
4441;10;11;2;11;0;0.004;0.3;0.70849;1;0;0;Vulpes.lagopus;Meles.meles;57
4442;10;12;2;52;0;0.021;1.5;0.06335;1;0;0;Vulpes.lagopus;Homo_neand;57
4443;10;13;2;2;0;0.001;0.1;0.94327;1;0;0;Vulpes.lagopus;Homo.sapiens;57
4444;11;12;11;52;8;0.117;8.2;0.58035;0.70344;0;0;Meles.meles;Homo_neand;57
4445;11;13;11;2;0;0.004;0.3;0.70849;1;0;0;Meles.meles;Homo.sapiens;57
4446;12;13;52;2;0;0.021;1.5;0.06335;1;0;0;Homo_neand;Homo.sapiens;57
4447;1;2;19;32;10;0.124;8.7;0.83615;0.32951;0;0;Ursus.arctos;Ursus.spelaeus;58
4448;1;3;19;7;3;0.027;1.9;0.9191;0.2829;0;0;Ursus.arctos;Panthera.spelaea;58
4449;1;4;19;6;2;0.023;1.6;0.80367;0.52224;0;0;Ursus.arctos;Panthera.leo;58
4450;1;5;19;13;3;0.05;3.5;0.50601;0.75484;0;0;Ursus.arctos;Panthera.pardus;58
4451;1;6;19;10;5;0.039;2.7;0.98001;0.08885;0;0;Ursus.arctos;Felis.silvestris;58
4452;1;7;19;32;13;0.124;8.7;0.99553;0.01958;0;1;Ursus.arctos;Crocuta.crocuta;58
4453;1;8;19;40;15;0.155;10.9;0.99532;0.02205;0;1;Ursus.arctos;Canis.lupus;58
4454;1;9;19;38;11;0.147;10.3;0.73774;0.46163;0;0;Ursus.arctos;Vulpes.vulpes;58
4455;1;10;19;2;0;0.008;0.5;0.52795;1;0;0;Ursus.arctos;Vulpes.lagopus;58
4456;1;11;19;10;1;0.039;2.7;0.17792;0.96779;0;0;Ursus.arctos;Meles.meles;58
4457;1;12;19;52;11;0.202;14.1;0.05671;0.98493;0;0;Ursus.arctos;Homo_neand;58
4458;1;13;19;2;2;0.008;0.5;1;0.07081;0;0;Ursus.arctos;Homo.sapiens;58
4459;2;3;32;7;5;0.046;3.2;0.96847;0.14963;0;0;Ursus.spelaeus;Panthera.spelaea;58
4460;2;4;32;6;4;0.039;2.7;0.93473;0.25808;0;0;Ursus.spelaeus;Panthera.leo;58
4461;2;5;32;13;6;0.085;5.9;0.63582;0.60511;0;0;Ursus.spelaeus;Panthera.pardus;58
4462;2;6;32;10;5;0.065;4.6;0.73832;0.51648;0;0;Ursus.spelaeus;Felis.silvestris;58
4463;2;7;32;32;20;0.209;14.6;0.99781;0.00922;0;1;Ursus.spelaeus;Crocuta.crocuta;58
4464;2;8;32;40;25;0.261;18.3;0.99982;0.00112;0;1;Ursus.spelaeus;Canis.lupus;58
4465;2;9;32;38;21;0.248;17.4;0.97712;0.06554;0;0;Ursus.spelaeus;Vulpes.vulpes;58
4466;2;10;32;2;0;0.013;0.9;0.2911;1;0;0;Ursus.spelaeus;Vulpes.lagopus;58
4467;2;11;32;10;7;0.065;4.6;0.97851;0.09306;0;0;Ursus.spelaeus;Meles.meles;58
4468;2;12;32;52;20;0.34;23.8;0.03611;0.99076;1;0;Ursus.spelaeus;Homo_neand;58
4469;2;13;32;2;2;0.013;0.9;1;0.20538;0;0;Ursus.spelaeus;Homo.sapiens;58
4470;3;4;7;6;0;0.009;0.6;0.51821;1;0;0;Panthera.spelaea;Panthera.leo;58
4471;3;5;7;13;1;0.019;1.3;0.61407;0.77945;0;0;Panthera.spelaea;Panthera.pardus;58
4472;3;6;7;10;0;0.014;1;0.32217;1;0;0;Panthera.spelaea;Felis.silvestris;58
4473;3;7;7;32;4;0.046;3.2;0.85037;0.40268;0;0;Panthera.spelaea;Crocuta.crocuta;58
4474;3;8;7;40;6;0.057;4;0.98445;0.11161;0;0;Panthera.spelaea;Canis.lupus;58
4475;3;9;7;38;4;0.054;3.8;0.7081;0.59732;0;0;Panthera.spelaea;Vulpes.vulpes;58
4476;3;10;7;2;1;0.003;0.2;0.9913;0.1913;0;0;Panthera.spelaea;Vulpes.lagopus;58
4477;3;11;7;10;1;0.014;1;0.73979;0.67783;0;0;Panthera.spelaea;Meles.meles;58
4478;3;12;7;52;3;0.074;5.2;0.06672;0.98969;0;0;Panthera.spelaea;Homo_neand;58
4479;3;13;7;2;0;0.003;0.2;0.8087;1;0;0;Panthera.spelaea;Homo.sapiens;58
4480;4;5;6;13;0;0.016;1.1;0.27676;1;0;0;Panthera.leo;Panthera.pardus;58
4481;4;6;6;10;1;0.012;0.9;0.79837;0.61817;0;0;Panthera.leo;Felis.silvestris;58
4482;4;7;6;32;4;0.039;2.7;0.93473;0.25808;0;0;Panthera.leo;Crocuta.crocuta;58
4483;4;8;6;40;4;0.049;3.4;0.82017;0.48303;0;0;Panthera.leo;Canis.lupus;58
4484;4;9;6;38;3;0.047;3.3;0.57721;0.74192;0;0;Panthera.leo;Vulpes.vulpes;58
4485;4;10;6;2;0;0.002;0.2;0.83478;1;0;0;Panthera.leo;Vulpes.lagopus;58
4486;4;11;6;10;1;0.012;0.9;0.79837;0.61817;0;0;Panthera.leo;Meles.meles;58
4487;4;12;6;52;3;0.064;4.5;0.17203;0.96551;0;0;Panthera.leo;Homo_neand;58
4488;4;13;6;2;0;0.002;0.2;0.83478;1;0;0;Panthera.leo;Homo.sapiens;58
4489;5;6;13;10;6;0.027;1.9;0.99987;0.00184;0;1;Panthera.pardus;Felis.silvestris;58
4490;5;7;13;32;9;0.085;5.9;0.98644;0.05718;0;0;Panthera.pardus;Crocuta.crocuta;58
4491;5;8;13;40;8;0.106;7.4;0.74465;0.48624;0;0;Panthera.pardus;Canis.lupus;58
4492;5;9;13;38;9;0.101;7.1;0.93609;0.18741;0;0;Panthera.pardus;Vulpes.vulpes;58
4493;5;10;13;2;0;0.005;0.4;0.66087;1;0;0;Panthera.pardus;Vulpes.lagopus;58
4494;5;11;13;10;3;0.027;1.9;0.91917;0.27143;0;0;Panthera.pardus;Meles.meles;58
4495;5;12;13;52;10;0.138;9.7;0.71365;0.55831;0;0;Panthera.pardus;Homo_neand;58
4496;5;13;13;2;0;0.005;0.4;0.66087;1;0;0;Panthera.pardus;Homo.sapiens;58
4497;6;7;10;32;6;0.065;4.6;0.90694;0.26168;0;0;Felis.silvestris;Crocuta.crocuta;58
4498;6;8;10;40;6;0.082;5.7;0.70205;0.56311;0;0;Felis.silvestris;Canis.lupus;58
4499;6;9;10;38;9;0.078;5.4;0.99881;0.01434;0;1;Felis.silvestris;Vulpes.vulpes;58
4500;6;10;10;2;0;0.004;0.3;0.73292;1;0;0;Felis.silvestris;Vulpes.lagopus;58
4501;6;11;10;10;3;0.02;1.4;0.96976;0.14706;0;0;Felis.silvestris;Meles.meles;58
4502;6;12;10;52;8;0.106;7.4;0.79319;0.49705;0;0;Felis.silvestris;Homo_neand;58
4503;6;13;10;2;0;0.004;0.3;0.73292;1;0;0;Felis.silvestris;Homo.sapiens;58
4504;7;8;32;40;24;0.261;18.3;0.99888;0.00535;0;1;Crocuta.crocuta;Canis.lupus;58
4505;7;9;32;38;20;0.248;17.4;0.93446;0.15265;0;0;Crocuta.crocuta;Vulpes.vulpes;58
4506;7;10;32;2;1;0.013;0.9;0.79462;0.7089;0;0;Crocuta.crocuta;Vulpes.lagopus;58
4507;7;11;32;10;6;0.065;4.6;0.90694;0.26168;0;0;Crocuta.crocuta;Meles.meles;58
4508;7;12;32;52;22;0.34;23.8;0.24232;0.89369;0;0;Crocuta.crocuta;Homo_neand;58
4509;7;13;32;2;2;0.013;0.9;1;0.20538;0;0;Crocuta.crocuta;Homo.sapiens;58
4510;8;9;40;38;24;0.31;21.7;0.91167;0.19335;0;0;Canis.lupus;Vulpes.vulpes;58
4511;8;10;40;2;1;0.016;1.1;0.67702;0.81988;0;0;Canis.lupus;Vulpes.lagopus;58
4512;8;11;40;10;8;0.082;5.7;0.97718;0.10714;0;0;Canis.lupus;Meles.meles;58
4513;8;12;40;52;27;0.424;29.7;0.10968;0.96424;0;0;Canis.lupus;Homo_neand;58
4514;8;13;40;2;1;0.016;1.1;0.67702;0.81988;0;0;Canis.lupus;Homo.sapiens;58
4515;9;10;38;2;1;0.016;1.1;0.7089;0.79462;0;0;Vulpes.vulpes;Vulpes.lagopus;58
4516;9;11;38;10;8;0.078;5.4;0.98566;0.07548;0;0;Vulpes.vulpes;Meles.meles;58
4517;9;12;38;52;28;0.403;28.2;0.56056;0.6538;0;0;Vulpes.vulpes;Homo_neand;58
4518;9;13;38;2;1;0.016;1.1;0.7089;0.79462;0;0;Vulpes.vulpes;Homo.sapiens;58
4519;10;11;2;10;0;0.004;0.3;0.73292;1;0;0;Vulpes.lagopus;Meles.meles;58
4520;10;12;2;52;0;0.021;1.5;0.06335;1;0;0;Vulpes.lagopus;Homo_neand;58
4521;10;13;2;2;0;0.001;0.1;0.94327;1;0;0;Vulpes.lagopus;Homo.sapiens;58
4522;11;12;10;52;7;0.106;7.4;0.50295;0.77224;0;0;Meles.meles;Homo_neand;58
4523;11;13;10;2;0;0.004;0.3;0.73292;1;0;0;Meles.meles;Homo.sapiens;58
4524;12;13;52;2;0;0.021;1.5;0.06335;1;0;0;Homo_neand;Homo.sapiens;58
4525;1;2;19;32;9;0.124;8.7;0.67049;0.53837;0;0;Ursus.arctos;Ursus.spelaeus;59
4526;1;3;19;7;3;0.027;1.9;0.9191;0.2829;0;0;Ursus.arctos;Panthera.spelaea;59
4527;1;4;19;7;2;0.027;1.9;0.7171;0.61798;0;0;Ursus.arctos;Panthera.leo;59
4528;1;5;19;12;3;0.047;3.3;0.58245;0.69465;0;0;Ursus.arctos;Panthera.pardus;59
4529;1;6;19;11;5;0.043;3;0.96394;0.13284;0;0;Ursus.arctos;Felis.silvestris;59
4530;1;7;19;30;13;0.116;8.1;0.99825;0.009;0;1;Ursus.arctos;Crocuta.crocuta;59
4531;1;8;19;42;15;0.163;11.4;0.98973;0.0421;0;1;Ursus.arctos;Canis.lupus;59
4532;1;9;19;39;11;0.151;10.6;0.6879;0.52037;0;0;Ursus.arctos;Vulpes.vulpes;59
4533;1;10;19;2;0;0.008;0.5;0.52795;1;0;0;Ursus.arctos;Vulpes.lagopus;59
4534;1;11;19;11;1;0.043;3;0.13421;0.97799;0;0;Ursus.arctos;Meles.meles;59
4535;1;12;19;50;11;0.194;13.6;0.11023;0.96389;0;0;Ursus.arctos;Homo_neand;59
4536;1;13;19;2;2;0.008;0.5;1;0.07081;0;0;Ursus.arctos;Homo.sapiens;59
4537;2;3;32;7;5;0.046;3.2;0.96847;0.14963;0;0;Ursus.spelaeus;Panthera.spelaea;59
4538;2;4;32;7;5;0.046;3.2;0.96847;0.14963;0;0;Ursus.spelaeus;Panthera.leo;59
4539;2;5;32;12;5;0.078;5.5;0.50609;0.73279;0;0;Ursus.spelaeus;Panthera.pardus;59
4540;2;6;32;11;6;0.072;5;0.83387;0.37634;0;0;Ursus.spelaeus;Felis.silvestris;59
4541;2;7;32;30;18;0.196;13.7;0.99008;0.03299;0;1;Ursus.spelaeus;Crocuta.crocuta;59
4542;2;8;32;42;26;0.274;19.2;0.99988;0.00085;0;1;Ursus.spelaeus;Canis.lupus;59
4543;2;9;32;39;21;0.255;17.8;0.96246;0.09821;0;0;Ursus.spelaeus;Vulpes.vulpes;59
4544;2;10;32;2;0;0.013;0.9;0.2911;1;0;0;Ursus.spelaeus;Vulpes.lagopus;59
4545;2;11;32;11;9;0.072;5;0.99881;0.01031;0;1;Ursus.spelaeus;Meles.meles;59
4546;2;12;32;50;18;0.327;22.9;0.0101;0.99794;1;0;Ursus.spelaeus;Homo_neand;59
4547;2;13;32;2;2;0.013;0.9;1;0.20538;0;0;Ursus.spelaeus;Homo.sapiens;59
4548;3;4;7;7;0;0.01;0.7;0.46153;1;0;0;Panthera.spelaea;Panthera.leo;59
4549;3;5;7;12;1;0.017;1.2;0.65599;0.74918;0;0;Panthera.spelaea;Panthera.pardus;59
4550;3;6;7;11;0;0.016;1.1;0.28458;1;0;0;Panthera.spelaea;Felis.silvestris;59
4551;3;7;7;30;4;0.043;3;0.88577;0.3401;0;0;Panthera.spelaea;Crocuta.crocuta;59
4552;3;8;7;42;6;0.06;4.2;0.9775;0.14503;0;0;Panthera.spelaea;Canis.lupus;59
4553;3;9;7;39;4;0.056;3.9;0.67946;0.62895;0;0;Panthera.spelaea;Vulpes.vulpes;59
4554;3;10;7;2;1;0.003;0.2;0.9913;0.1913;0;0;Panthera.spelaea;Vulpes.lagopus;59
4555;3;11;7;11;1;0.016;1.1;0.69803;0.71542;0;0;Panthera.spelaea;Meles.meles;59
4556;3;12;7;50;3;0.071;5;0.09674;0.98248;0;0;Panthera.spelaea;Homo_neand;59
4557;3;13;7;2;0;0.003;0.2;0.8087;1;0;0;Panthera.spelaea;Homo.sapiens;59
4558;4;5;7;12;0;0.017;1.2;0.25082;1;0;0;Panthera.leo;Panthera.pardus;59
4559;4;6;7;11;1;0.016;1.1;0.69803;0.71542;0;0;Panthera.leo;Felis.silvestris;59
4560;4;7;7;30;5;0.043;3;0.97849;0.11423;0;0;Panthera.leo;Crocuta.crocuta;59
4561;4;8;7;42;5;0.06;4.2;0.85497;0.41327;0;0;Panthera.leo;Canis.lupus;59
4562;4;9;7;39;4;0.056;3.9;0.67946;0.62895;0;0;Panthera.leo;Vulpes.vulpes;59
4563;4;10;7;2;0;0.003;0.2;0.8087;1;0;0;Panthera.leo;Vulpes.lagopus;59
4564;4;11;7;11;1;0.016;1.1;0.69803;0.71542;0;0;Panthera.leo;Meles.meles;59
4565;4;12;7;50;3;0.071;5;0.09674;0.98248;0;0;Panthera.leo;Homo_neand;59
4566;4;13;7;2;0;0.003;0.2;0.8087;1;0;0;Panthera.leo;Homo.sapiens;59
4567;5;6;12;11;6;0.027;1.9;0.99984;0.00212;0;1;Panthera.pardus;Felis.silvestris;59
4568;5;7;12;30;8;0.073;5.1;0.9843;0.06598;0;0;Panthera.pardus;Crocuta.crocuta;59
4569;5;8;12;42;7;0.103;7.2;0.57096;0.67826;0;0;Panthera.pardus;Canis.lupus;59
4570;5;9;12;39;8;0.096;6.7;0.87743;0.30453;0;0;Panthera.pardus;Vulpes.vulpes;59
4571;5;10;12;2;0;0.005;0.3;0.68447;1;0;0;Panthera.pardus;Vulpes.lagopus;59
4572;5;11;12;11;3;0.027;1.9;0.91428;0.2806;0;0;Panthera.pardus;Meles.meles;59
4573;5;12;12;50;9;0.122;8.6;0.73492;0.53355;0;0;Panthera.pardus;Homo_neand;59
4574;5;13;12;2;0;0.005;0.3;0.68447;1;0;0;Panthera.pardus;Homo.sapiens;59
4575;6;7;11;30;6;0.067;4.7;0.88156;0.29901;0;0;Felis.silvestris;Crocuta.crocuta;59
4576;6;8;11;42;7;0.094;6.6;0.72239;0.53288;0;0;Felis.silvestris;Canis.lupus;59
4577;6;9;11;39;10;0.088;6.1;0.99923;0.00988;0;1;Felis.silvestris;Vulpes.vulpes;59
4578;6;10;11;2;0;0.004;0.3;0.70849;1;0;0;Felis.silvestris;Vulpes.lagopus;59
4579;6;11;11;11;4;0.025;1.7;0.98924;0.06279;0;0;Felis.silvestris;Meles.meles;59
4580;6;12;11;50;8;0.112;7.9;0.6678;0.61505;0;0;Felis.silvestris;Homo_neand;59
