;Ursus.spelaeus;Ursus.arctos;Panthera.spelaea;Panthera.leo;Panthera.pardus;Crocuta.crocuta;Canis.lupus;Meles.meles;Vulpes.vulpes;Vulpes.lagopus;Felis.silvestris;Homo_neand;Homo.sapiens;Age
Ursus.arctos24;0.972075609;0;0.963062484;0.959668842;0.940825448;0.984174968;0.98944254;0.945173256;0.989514885;0.917936485;0.882337095;0.975152674;0.987113213;51
Panthera.spelaea24;0.961643289;0.963062484;0;0.981369;0.900330645;0.957682804;0.974206619;0.942651508;0.953878078;0.929357296;0.875409501;0.948690468;0.968302212;51
Panthera.leo24;0.95311454;0.959668842;0.981369;0;0.915654942;0.955060179;0.969524032;0.954941856;0.945683271;0.959288866;0.888971761;0.948081721;0.967428437;51
Panthera.pardus24;0.897939749;0.940825448;0.900330645;0.915654942;0;0.929403594;0.917599739;0.936008302;0.933463948;0.896710489;0.948080829;0.968048226;0.942427415;51
Crocuta.crocuta24;0.975238022;0.984174968;0.957682804;0.955060179;0.929403594;0;0.98305222;0.926714079;0.982647877;0.902998745;0.855998801;0.975803932;0.979526776;51
Canis.lupus24;0.983113546;0.98944254;0.974206619;0.969524032;0.917599739;0.98305222;0;0.938345867;0.989720503;0.915902699;0.859090642;0.967216862;0.987949023;51
Meles.meles24;0.91341436;0.945173256;0.942651508;0.954941856;0.936008302;0.926714079;0.938345867;0;0.926592173;0.956987027;0.919750811;0.94796737;0.94748284;51
Vulpes.vulpes24;0.979307087;0.989514885;0.953878078;0.945683271;0.933463948;0.982647877;0.989720503;0.926592173;0;0.889704714;0.858123663;0.975540051;0.982872026;51
Vulpes.lagopus24;0.883335593;0.917936485;0.929357296;0.959288866;0.896710489;0.902998745;0.915902699;0.956987027;0.889704714;0;0.897823578;0.913553867;0.930385881;51
Felis.silvestris24;0.825835168;0.882337095;0.875409501;0.888971761;0.948080829;0.855998801;0.859090642;0.919750811;0.858123663;0.897823578;0;0.90669818;0.887605387;51
Homo_neand24;0.952799944;0.975152674;0.948690468;0.948081721;0.968048226;0.975803932;0.967216862;0.94796737;0.975540051;0.913553867;0.90669818;0;0.976716614;51
Homo.sapiens24;0.965479998;0.987113213;0.968302212;0.967428437;0.942427415;0.979526776;0.987949023;0.94748284;0.982872026;0.930385881;0.887605387;0.976716614;0;51
Ursus.spelaeus25;0;0.971869944;0.961377146;0.951197341;0.898321935;0.974696547;0.983198552;0.911925419;0.9793447;0.874363648;0.829461354;0.951957586;0.964453783;52
Ursus.arctos25;0.971869944;0;0.961931216;0.957057001;0.942281079;0.984456426;0.989101767;0.944264353;0.989095744;0.912693255;0.887010689;0.975159707;0.986686825;52
Panthera.spelaea25;0.961377146;0.961931216;0;0.981923126;0.901258564;0.957581445;0.974084639;0.942065683;0.952879399;0.922749989;0.877108179;0.948148335;0.967933512;52
Panthera.leo25;0.951197341;0.957057001;0.981923126;0;0.916717923;0.953396214;0.968082776;0.953968177;0.943056599;0.955852434;0.892099336;0.947111558;0.966392907;52
Panthera.pardus25;0.898321935;0.942281079;0.901258564;0.916717923;0;0.93139865;0.919559296;0.934880936;0.933287546;0.89709764;0.951274864;0.968694335;0.945170685;52
Crocuta.crocuta25;0.974696547;0.984456426;0.957581445;0.953396214;0.93139865;0;0.98286403;0.926630402;0.982401513;0.899132579;0.862943258;0.975754306;0.979471221;52
Canis.lupus25;0.983198552;0.989101767;0.974084639;0.968082776;0.919559296;0.98286403;0;0.938286526;0.989547947;0.910174753;0.864389629;0.967807153;0.987184776;52
Meles.meles25;0.911925419;0.944264353;0.942065683;0.953968177;0.934880936;0.926630402;0.938286526;0;0.924886784;0.956173217;0.918422157;0.946939624;0.948443395;52
Vulpes.vulpes25;0.9793447;0.989095744;0.952879399;0.943056599;0.933287546;0.982401513;0.989547947;0.924886784;0;0.882604034;0.860707155;0.975033;0.98133821;52
Vulpes.lagopus25;0.874363648;0.912693255;0.922749989;0.955852434;0.89709764;0.899132579;0.910174753;0.956173217;0.882604034;0;0.899838882;0.910697555;0.928084681;52
Felis.silvestris25;0.829461354;0.887010689;0.877108179;0.892099336;0.951274864;0.862943258;0.864389629;0.918422157;0.860707155;0.899838882;0;0.911303774;0.89505536;52
Homo_neand25;0.951957586;0.975159707;0.948148335;0.947111558;0.968694335;0.975754306;0.967807153;0.946939624;0.975033;0.910697555;0.911303774;0;0.977679802;52
Homo.sapiens25;0.964453783;0.986686825;0.967933512;0.966392907;0.945170685;0.979471221;0.987184776;0.948443395;0.98133821;0.928084681;0.89505536;0.977679802;0;52
Ursus.spelaeus26;0;0.97141044;0.962270752;0.94841009;0.900181014;0.973690191;0.983231279;0.909285105;0.979488672;0.863114933;0.8364833;0.951790232;0.962362689;53
Ursus.arctos26;0.97141044;0;0.961833377;0.954514363;0.944201206;0.984710997;0.989192997;0.941954328;0.988401693;0.906225584;0.894084906;0.975733613;0.985875104;53
Panthera.spelaea26;0.962270752;0.961833377;0;0.981605379;0.904766591;0.95873709;0.97393708;0.939046376;0.953411309;0.912312945;0.880085993;0.948994638;0.967149357;53
Panthera.leo26;0.94841009;0.954514363;0.981605379;0;0.921160787;0.95188682;0.965814249;0.952767088;0.940792462;0.951289188;0.899011425;0.947388043;0.96580261;53
Panthera.pardus26;0.900181014;0.944201206;0.904766591;0.921160787;0;0.935040568;0.923445656;0.934056234;0.933182531;0.898637334;0.955825709;0.969823437;0.949336922;53
Crocuta.crocuta26;0.973690191;0.984710997;0.95873709;0.95188682;0.935040568;0;0.98294386;0.925508604;0.982236769;0.894874323;0.873228617;0.976828578;0.979565095;53
Canis.lupus26;0.983231279;0.989192997;0.97393708;0.965814249;0.923445656;0.98294386;0;0.937108122;0.990027283;0.902081533;0.87246074;0.969358462;0.985980386;53
Meles.meles26;0.909285105;0.941954328;0.939046376;0.952767088;0.934056234;0.925508604;0.937108122;0;0.921687995;0.95380914;0.917999233;0.944036163;0.950209384;53
Vulpes.vulpes26;0.979488672;0.988401693;0.953411309;0.940792462;0.933182531;0.982236769;0.990027283;0.921687995;0;0.873258692;0.865927809;0.974931597;0.978811423;53
Vulpes.lagopus26;0.863114933;0.906225584;0.912312945;0.951289188;0.898637334;0.894874323;0.902081533;0.95380914;0.873258692;0;0.903360719;0.906266496;0.926347121;53
Felis.silvestris26;0.8364833;0.894084906;0.880085993;0.899011425;0.955825709;0.873228617;0.87246074;0.917999233;0.865927809;0.903360719;0;0.917214521;0.906103972;53
Homo_neand26;0.951790232;0.975733613;0.948994638;0.947388043;0.969823437;0.976828578;0.969358462;0.944036163;0.974931597;0.906266496;0.917214521;0;0.978428477;53
Homo.sapiens26;0.962362689;0.985875104;0.967149357;0.96580261;0.949336922;0.979565095;0.985980386;0.950209384;0.978811423;0.926347121;0.906103972;0.978428477;0;53
Ursus.spelaeus27;0;0.971286884;0.961120914;0.948193559;0.897625133;0.973906778;0.983283889;0.908876171;0.978630602;0.867248212;0.829083716;0.950747548;0.963049419;54
Ursus.arctos27;0.971286884;0;0.961391607;0.954735029;0.942432669;0.984378192;0.989246046;0.941491146;0.98862349;0.908132052;0.887540432;0.97507663;0.986409126;54
Panthera.spelaea27;0.961120914;0.961391607;0;0.981436501;0.903453791;0.957971174;0.972507239;0.940818287;0.951522457;0.917340447;0.876078658;0.948369964;0.965669127;54
Panthera.leo27;0.948193559;0.954735029;0.981436501;0;0.920783082;0.951921161;0.96499795;0.952408003;0.940082068;0.953836113;0.895036717;0.947780445;0.964329685;54
Panthera.pardus27;0.897625133;0.942432669;0.903453791;0.920783082;0;0.932532597;0.921174874;0.935221475;0.931514349;0.900074588;0.954258485;0.969425161;0.948280836;54
Crocuta.crocuta27;0.973906778;0.984378192;0.957971174;0.951921161;0.932532597;0;0.98309537;0.924775638;0.981967136;0.897050376;0.865819074;0.975721344;0.980195273;54
Canis.lupus27;0.983283889;0.989246046;0.972507239;0.96499795;0.921174874;0.98309537;0;0.934400635;0.990080768;0.903005552;0.864317592;0.968322643;0.986034946;54
Meles.meles27;0.908876171;0.941491146;0.940818287;0.952408003;0.935221475;0.924775638;0.934400635;0;0.92028418;0.954368761;0.917173351;0.946229484;0.94657129;54
Vulpes.vulpes27;0.978630602;0.98862349;0.951522457;0.940082068;0.931514349;0.981967136;0.990080768;0.92028418;0;0.875499747;0.858877647;0.973802043;0.980151189;54
Vulpes.lagopus27;0.867248212;0.908132052;0.917340447;0.953836113;0.900074588;0.897050376;0.903005552;0.954368761;0.875499747;0;0.901258546;0.910020356;0.924922723;54
Felis.silvestris27;0.829083716;0.887540432;0.876078658;0.895036717;0.954258485;0.865819074;0.864317592;0.917173351;0.858877647;0.901258546;0;0.914067553;0.898005323;54
Homo_neand27;0.950747548;0.97507663;0.948369964;0.947780445;0.969425161;0.975721344;0.968322643;0.946229484;0.973802043;0.910020356;0.914067553;0;0.978442167;54
Homo.sapiens27;0.963049419;0.986409126;0.965669127;0.964329685;0.948280836;0.980195273;0.986034946;0.94657129;0.980151189;0.924922723;0.898005323;0.978442167;0;54
Ursus.spelaeus28;0;0.970814988;0.959560229;0.949140615;0.89372007;0.974194943;0.983011503;0.908737304;0.976521521;0.874626474;0.820406821;0.949135974;0.964385513;55
Ursus.arctos28;0.970814988;0;0.960420707;0.95534682;0.939339128;0.983683508;0.98901851;0.940473965;0.988571617;0.911417022;0.878452379;0.97356746;0.987021075;55
Panthera.spelaea28;0.959560229;0.960420707;0;0.980417711;0.901325024;0.956455537;0.969981802;0.942560086;0.948450246;0.924661318;0.87210028;0.947875752;0.963092493;55
Panthera.leo28;0.949140615;0.95534682;0.980417711;0;0.918780881;0.952575657;0.964822681;0.95163648;0.93948332;0.956970161;0.888066856;0.947356911;0.962635099;55
Panthera.pardus28;0.89372007;0.939339128;0.901325024;0.918780881;0;0.928359234;0.917149103;0.936021379;0.929306721;0.900871106;0.951725826;0.968432302;0.945350369;55
Crocuta.crocuta28;0.974194943;0.983683508;0.956455537;0.952575657;0.928359234;0;0.983041782;0.923626438;0.980905348;0.900799926;0.855570555;0.973703959;0.980597551;55
Canis.lupus28;0.983011503;0.98901851;0.969981802;0.964822681;0.917149103;0.983041782;0;0.930976326;0.989710896;0.905958953;0.852773586;0.965958267;0.986730634;55
Meles.meles28;0.908737304;0.940473965;0.942560086;0.95163648;0.936021379;0.923626438;0.930976326;0;0.918758058;0.955253622;0.915891904;0.948459886;0.941316565;55
Vulpes.vulpes28;0.976521521;0.988571617;0.948450246;0.93948332;0.929306721;0.980905348;0.989710896;0.918758058;0;0.879394586;0.8498318;0.972096306;0.982331968;55
Vulpes.lagopus28;0.874626474;0.911417022;0.924661318;0.956970161;0.900871106;0.900799926;0.905958953;0.955253622;0.879394586;0;0.897814428;0.914385257;0.922705074;55
Felis.silvestris28;0.820406821;0.878452379;0.87210028;0.888066856;0.951725826;0.855570555;0.852773586;0.915891904;0.8498318;0.897814428;0;0.90965038;0.88533308;55
Homo_neand28;0.949135974;0.97356746;0.947875752;0.947356911;0.968432302;0.973703959;0.965958267;0.948459886;0.972096306;0.914385257;0.90965038;0;0.97735583;55
Homo.sapiens28;0.964385513;0.987021075;0.963092493;0.962635099;0.945350369;0.980597551;0.986730634;0.941316565;0.982331968;0.922705074;0.88533308;0.97735583;0;55
