Species;Ursus.spelaeus;Ursus.arctos;Panthera.spelaea;Panthera.leo;Panthera.pardus;Crocuta.crocuta;Canis.lupus;Meles.meles;Vulpes.vulpes;Vulpes.lagopus;Felis.silvestris;Homo_neand;Homo.sapiens;Age
Vulpes.lagopus;0.638966562;0.688293742;0.728720583;0.789089112;0.634225394;0.658819093;0.70092291;0.766707612;0.632537006;0;0.645722619;0.663524721;0.709169536;51
Felis.silvestris;0.526049592;0.620361178;0.6033319;0.613407877;0.730711935;0.576060186;0.583563077;0.689702934;0.581448328;0.645722619;0;0.639649045;0.633590722;51
Homo_neand;0.775595824;0.835144789;0.745555279;0.752152804;0.805078649;0.842815759;0.819229029;0.746531576;0.85869466;0.663524721;0.639649045;0;0.846206795;51
Homo.sapiens;0.797601271;0.889546365;0.801593319;0.813507971;0.741386887;0.861501747;0.894343451;0.761910265;0.868044848;0.709169536;0.633590722;0.846206795;0;51
Ursus.spelaeus;0;0.811964039;0.790116244;0.759613955;0.669930356;0.832470464;0.851086469;0.682411452;0.851225321;0.625206257;0.534174661;0.774776856;0.795133171;52
Ursus.arctos;0.811964039;0;0.787468641;0.79009039;0.734902086;0.870322619;0.891036898;0.749466362;0.888136352;0.67739082;0.629847923;0.83502671;0.887898323;52
Panthera.spelaea;0.790116244;0.787468641;0;0.859640916;0.646627825;0.78157486;0.825859018;0.730455374;0.764482093;0.713903186;0.608218567;0.743325244;0.799733376;52
Panthera.leo;0.759613955;0.79009039;0.859640916;0;0.675299918;0.768476474;0.815238097;0.761096307;0.741229743;0.776102977;0.620584067;0.749571283;0.808348382;52
Panthera.pardus;0.669930356;0.734902086;0.646627825;0.675299918;0;0.717015553;0.69501329;0.708860642;0.736933382;0.634076899;0.740159322;0.806182395;0.745424203;52
Crocuta.crocuta;0.832470464;0.870322619;0.78157486;0.768476474;0.717015553;0;0.873490192;0.716394851;0.872594942;0.650390392;0.589873312;0.84126758;0.859743268;52
Canis.lupus;0.851086469;0.891036898;0.825859018;0.815238097;0.69501329;0.873490192;0;0.74581506;0.895480969;0.69042587;0.594175708;0.819270817;0.888886285;52
Meles.meles;0.682411452;0.749466362;0.730455374;0.761096307;0.708860642;0.716394851;0.74581506;0;0.708844707;0.766740298;0.684683124;0.742435304;0.76222605;52
Vulpes.vulpes;0.851225321;0.888136352;0.764482093;0.741229743;0.736933382;0.872594942;0.895480969;0.708844707;0;0.620721187;0.587558714;0.857850486;0.861574635;52
Vulpes.lagopus;0.625206257;0.67739082;0.713903186;0.776102977;0.634076899;0.650390392;0.69042587;0.766740298;0.620721187;0;0.649999175;0.657794736;0.70335435;52
Felis.silvestris;0.534174661;0.629847923;0.608218567;0.620584067;0.740159322;0.589873312;0.594175708;0.684683124;0.587558714;0.649999175;0;0.650002157;0.648869632;52
Homo_neand;0.774776856;0.83502671;0.743325244;0.749571283;0.806182395;0.84126758;0.819270817;0.742435304;0.857850486;0.657794736;0.650002157;0;0.84736964;52
Homo.sapiens;0.795133171;0.887898323;0.799733376;0.808348382;0.745424203;0.859743268;0.888886285;0.76222605;0.861574635;0.70335435;0.648869632;0.84736964;0;52
Ursus.spelaeus;0;0.809404578;0.790341561;0.755089505;0.673363548;0.827603811;0.851118753;0.679278028;0.849571311;0.608276244;0.549516268;0.774667174;0.787815182;53
Ursus.arctos;0.809404578;0;0.78744934;0.778484638;0.739750548;0.871904306;0.891056087;0.742613427;0.885378806;0.664677431;0.642821788;0.838500348;0.884622982;53
Panthera.spelaea;0.790341561;0.78744934;0;0.862064885;0.651480963;0.783310221;0.825383062;0.729827709;0.764760509;0.690952743;0.61430705;0.745114345;0.797228074;53
Panthera.leo;0.755089505;0.778484638;0.862064885;0;0.683741881;0.763616797;0.805556081;0.758806849;0.733452479;0.757086619;0.633927405;0.748627921;0.803166716;53
Panthera.pardus;0.673363548;0.739750548;0.651480963;0.683741881;0;0.723960272;0.702062632;0.706372849;0.735679099;0.637166021;0.753022958;0.808821369;0.752653558;53
Crocuta.crocuta;0.827603811;0.871904306;0.783310221;0.763616797;0.723960272;0;0.87322812;0.714065355;0.871930882;0.640989862;0.608722349;0.843237736;0.858853029;53
Canis.lupus;0.851118753;0.891056087;0.825383062;0.805556081;0.702062632;0.87322812;0;0.741834995;0.897703648;0.674563471;0.609309611;0.821920616;0.880722452;53
Meles.meles;0.679278028;0.742613427;0.729827709;0.758806849;0.706372849;0.714065355;0.741834995;0;0.701513929;0.760422221;0.678768072;0.734265356;0.763526042;53
Vulpes.vulpes;0.849571311;0.885378806;0.764760509;0.733452479;0.735679099;0.871930882;0.897703648;0.701513929;0;0.607172857;0.597732003;0.856215864;0.8496699;53
Vulpes.lagopus;0.608276244;0.664677431;0.690952743;0.757086619;0.637166021;0.640989862;0.674563471;0.760422221;0.607172857;0;0.655445233;0.649625116;0.69743659;53
Felis.silvestris;0.549516268;0.642821788;0.61430705;0.633927405;0.753022958;0.608722349;0.609309611;0.678768072;0.597732003;0.655445233;0;0.663210108;0.668149792;53
Homo_neand;0.774667174;0.838500348;0.745114345;0.748627921;0.808821369;0.843237736;0.821920616;0.734265356;0.856215864;0.649625116;0.663210108;0;0.84707076;53
Homo.sapiens;0.787815182;0.884622982;0.797228074;0.803166716;0.752653558;0.858853029;0.880722452;0.763526042;0.8496699;0.69743659;0.668149792;0.84707076;0;53
Ursus.spelaeus;0;0.810603178;0.788350951;0.755328497;0.668424817;0.829276427;0.851949843;0.676736603;0.848255476;0.614115996;0.535719026;0.772400504;0.791543616;54
Ursus.arctos;0.810603178;0;0.786827419;0.782307374;0.735441386;0.87051649;0.890299028;0.741355435;0.886381461;0.669199003;0.62961935;0.836275756;0.887103016;54
Panthera.spelaea;0.788350951;0.786827419;0;0.860508199;0.648892851;0.782712737;0.820416385;0.730457973;0.760639783;0.700822219;0.60609123;0.743923726;0.793737278;54
Panthera.leo;0.755328497;0.782307374;0.860508199;0;0.682545216;0.765144989;0.804556204;0.757055639;0.734600833;0.765615513;0.625048882;0.750629533;0.800693654;54
Panthera.pardus;0.668424817;0.735441386;0.648892851;0.682545216;0;0.719396779;0.697437459;0.708954269;0.732870457;0.640013741;0.748148701;0.808078972;0.751859978;54
Crocuta.crocuta;0.829276427;0.87051649;0.782712737;0.765144989;0.719396779;0;0.874949245;0.711260218;0.871507679;0.645222456;0.594911632;0.840181945;0.862043719;54
Canis.lupus;0.851949843;0.890299028;0.820416385;0.804556204;0.697437459;0.874949245;0;0.735253916;0.898983764;0.675821301;0.593549211;0.819436012;0.882136332;54
Meles.meles;0.676736603;0.741355435;0.730457973;0.757055639;0.708954269;0.711260218;0.735253916;0;0.698498504;0.759844039;0.678235731;0.739127581;0.753962777;54
Vulpes.vulpes;0.848255476;0.886381461;0.760639783;0.734600833;0.732870457;0.871507679;0.898983764;0.698498504;0;0.610905862;0.585048206;0.854124616;0.857218205;54
Vulpes.lagopus;0.614115996;0.669199003;0.700822219;0.765615513;0.640013741;0.645222456;0.675821301;0.759844039;0.610905862;0;0.651773644;0.657884998;0.694251516;54
Felis.silvestris;0.535719026;0.62961935;0.60609123;0.625048882;0.748148701;0.594911632;0.593549211;0.678235731;0.585048206;0.651773644;0;0.656246483;0.651475928;54
Homo_neand;0.772400504;0.836275756;0.743923726;0.750629533;0.808078972;0.840181945;0.819436012;0.739127581;0.854124616;0.657884998;0.656246483;0;0.84898587;54
Homo.sapiens;0.791543616;0.887103016;0.793737278;0.800693654;0.751859978;0.862043719;0.882136332;0.753962777;0.857218205;0.694251516;0.651475928;0.84898587;0;54
Ursus.spelaeus;0;0.810754783;0.786179779;0.758538908;0.660500572;0.83152142;0.851127413;0.673680316;0.842632699;0.626262903;0.519086194;0.768888756;0.797011903;55
Ursus.arctos;0.810754783;0;0.783761258;0.787022528;0.728855954;0.86662759;0.888270445;0.738613577;0.885652382;0.676465907;0.614206404;0.831564174;0.8885811;55
Panthera.spelaea;0.786179779;0.783761258;0;0.855482776;0.646341415;0.781126143;0.814040086;0.729396315;0.754937059;0.717825844;0.597640518;0.744899998;0.788620303;55
Panthera.leo;0.758538908;0.787022528;0.855482776;0;0.67794948;0.767711823;0.806093019;0.754295568;0.736499925;0.778759197;0.611042238;0.750852335;0.797967859;55
Panthera.pardus;0.660500572;0.728855954;0.646341415;0.67794948;0;0.709714893;0.689424787;0.710884118;0.729137508;0.642185843;0.740992809;0.806045865;0.747821927;55
Crocuta.crocuta;0.83152142;0.86662759;0.781126143;0.767711823;0.709714893;0;0.876025094;0.706006164;0.867410846;0.652758452;0.575994588;0.833277286;0.864819137;55
Canis.lupus;0.851127413;0.888270445;0.814040086;0.806093019;0.689424787;0.876025094;0;0.727002629;0.897772394;0.680514698;0.572615345;0.814205895;0.887083552;55
Meles.meles;0.673680316;0.738613577;0.729396315;0.754295568;0.710884118;0.706006164;0.727002629;0;0.694178438;0.760150094;0.677764662;0.744514305;0.74204314;55
Vulpes.vulpes;0.842632699;0.885652382;0.754937059;0.736499925;0.729137508;0.867410846;0.897772394;0.694178438;0;0.61671258;0.569468602;0.850017661;0.86900536;55
Vulpes.lagopus;0.626262903;0.676465907;0.717825844;0.778759197;0.642185843;0.652758452;0.680514698;0.760150094;0.61671258;0;0.644174447;0.6684793;0.690424824;55
Felis.silvestris;0.519086194;0.614206404;0.597640518;0.611042238;0.740992809;0.575994588;0.572615345;0.677764662;0.569468602;0.644174447;0;0.646607348;0.626504735;55
Homo_neand;0.768888756;0.831564174;0.744899998;0.750852335;0.806045865;0.833277286;0.814205895;0.744514305;0.850017661;0.6684793;0.646607348;0;0.848494959;55
Homo.sapiens;0.797011903;0.8885811;0.788620303;0.797967859;0.747821927;0.864819137;0.887083552;0.74204314;0.86900536;0.690424824;0.626504735;0.848494959;0;55
